Created,ID,Text
2022-04-10T06:18:04.000Z,1513038585573879811,"Co musiałbyś zrobić, żeby naruszyć dobra osobiste polityka?🐷
#wojna #hejt #prawo"
2022-04-10T06:14:08.000Z,1513037596594786304,"Putina chcą wieszać polscy kibole, a nie potrafią rozliczyć Szumowskiego, Niedzielskiego, Morawieckiego i Kaczyńskiego. ""Gdy wróci wolna Polska, będziesz pan..."" #wojna #plandemia #amok cc: @grzegorz_braun https://t.co/D8iN3wp6lq"
2022-04-10T06:11:45.000Z,1513036996876419072,"Jaka sytuacja na Ukrainie?
#słuchasziwiesz #radioKielce #świętokrzyskie #swietokrzyskie #wojna #ukraina
https://t.co/X66oLKDA6d"
2022-04-10T06:04:48.000Z,1513035247197331458,"""Brama na wciąż otwarta przechodniom ogłasza, 
Że gościnna i wszystkich w gościnę zaprasza.""
 Ten fragment opisu dworu w Soplicowie doskonale oddaje istotę tego czym jest polskość i czym jest (ma być) Rzeczpospolita (Dowolnie Wielu) Narodów.
#Polska #Smoleńsk #Ukraina #PiS #wojna"
2022-04-10T06:02:21.000Z,1513034632803110912,"Te Same numery seryjne na samym pocisku, który zabił ludzi w tym tygodniu, są prawie identyczne z poprzednimi wystrzelonymi przez Ukrainę

Czy to może być prawda aby rządy były skłonne zabijać swoich obywateli?😳
#wojna
#ukraina 
👇 https://t.co/rCBXy7uxRz"
2022-04-10T06:01:27.000Z,1513034405576683520,"Nie jestem ostatnio na bieżąco. Ktoś może mi dać znać, czy rzymskiemu papie przeszlo już przez gardło stwierdzenie kto kogo w Ukrainie napadł, czy może temat w ogóle już nie jest tam na propsie? #Watykan #wojna #toktokogonapadł"
2022-04-10T05:57:57.000Z,1513033522520412162,"Dzień dobry, jesteśmy z Ukrainy. Tożsamość ukraińska to kluczowa kwestia tej wojny - z dr. Adamem Balcerem rozmawia @MiladaJedrysik #Ukraina  #Rosja  #Europa  #wojna  #tożsamość  #russkimir  #okopress  https://t.co/pVMjWufAtw https://t.co/M2zIGaBQMv"
2022-04-10T05:52:14.000Z,1513032083622572032,"‼️ WOJNA na #Ukraina, 4️⃣6️⃣. dzień walk, relacja #NAŻYWO‼️  ⚠️🔴 https://t.co/EQUVyF1p30
#stopthewar #ukraina #wojnanaukrainie #pomocdlaukrainy #war #wojna #putin #zełenski #kijów #supporttheukraine"
2022-04-10T05:49:24.000Z,1513031372822261761,"Praga, Republika Czeska.  Działacze zorganizowali wiec poparcia dla Ukrainy.

 Takie szaleństwo, nawet krew płynęła 😁
#wojna
#ukraina

 👇 https://t.co/M7ndenkADv"
2022-04-10T05:00:14.000Z,1513018998480375811,"Zachód nie zdołał zmiażdżyć Rosji sankcjami, pisze Global Times
#ceny #LegaArtis #legaartis #polska #rosja #sankcje #ue #USA #wojna
https://t.co/yZ0mF9CmpK"
2022-04-10T04:20:00.000Z,1513008872709136388,"#WersetNadziei na dziś: ""I oświecił oczy serca waszego, abyście widzieli, jaka jest nadzieja, do której was powołał, i jakie #bogactwo chwały jest udziałem świętych w dziedzictwie Jego."" #Efezjan 1:18

#IPPTV #megakościół #chrześcijaństwo #protestanci #Bóg #Biblia #Jezus #wojna https://t.co/uW2mRcsxa0"
2022-04-10T04:00:15.000Z,1513003902328786947,"Na Cyprze odbył się masowy wiec poparcia dla Rosji
#Cyor #LegaArtis #legaartis #Ukraina #WoecPopraciaDlaRosji #wojna
https://t.co/LlTtQ6o3Xa"
2022-04-10T00:41:29.000Z,1512953880178479109,"Rosjanie korzystają z Uszanek, które pochodzą z czasów związku radzieckiego 😂
#wojna #rosja #ukraina #war https://t.co/wNVsuKMvDN"
2022-04-10T00:24:19.000Z,1512949562830462983,"Dlaczego w Polsce zawyją syreny alarmowe? #alarm #MSWiA #wojna #Ukraina #smolensk #katastrofawsmolensku

https://t.co/8H3jzj0eVz"
2022-04-10T00:10:51.000Z,1512946175120400384,"Na filmie znajduje się, (trzeba się przyjrzeć) linka, od rosyjskiej miny skaczącej
#wojna #rosja #ukraina #war https://t.co/x8sivhvNK4"
2022-04-09T23:53:35.000Z,1512941828265459714,Jestem lukrową alldente #alldete #TeamNyovest #wojna #bieda
2022-04-09T23:22:24.000Z,1512933980751994885,Malować tego typu rzeczy wszędzie gdzie się da #ukraine #Polska #bandera #Zelenskyy #upa #wojna #war #wódka #macron https://t.co/B8rHeRdATm
2022-04-09T23:06:26.000Z,1512929960947863559,Prosze o pomoc. Mojego synka czeka operacja. Bardzo prosze o wplate chociaz 1 zl.. https://t.co/esKh3De15F #wojna #pomoc #pomagam #niepelnosprawni
